Label,Michael,Jim,Pam,Dwight,Andy,Pete,Robert,Angela,Nellie,Jan,Holly,Oscar,Jo,Phyllis,Meredith,Ryan,David,Darryl,Deangelo,Kelly,Gabe,Clark,Creed,Charles,Toby,Erin,Roy,Karen,Stanley,Kevin
Season 6 Episode 7,27.07006369,19.10828025,19.10828025,9.554140127,2.866242038,0,0,1.592356688,0,0,0,1.910828025,0,0.636942675,1.27388535,2.547770701,0,0,0,3.184713376,0,0,0.318471338,0,4.777070064,3.821656051,0,0,0.318471338,1.910828025
Season 6 Episode 8,27.96052632,16.11842105,12.5,4.605263158,12.17105263,0,0,3.289473684,0,0,0,3.618421053,0,2.960526316,2.631578947,0.328947368,0,2.302631579,0,0.657894737,0,0,0.986842105,0,0,5.592105263,0,0,0.986842105,3.289473684
Season 6 Episode 9,34.75609756,7.926829268,21.34146341,15.24390244,8.536585366,0,0,0.609756098,0,0,0,0.914634146,0,0.609756098,0.304878049,2.43902439,0,0,0,1.524390244,0,0,0.609756098,0,2.134146341,0.914634146,0,0,0.304878049,1.829268293
Season 6 Episode 10,27.57201646,19.34156379,4.938271605,12.34567901,9.87654321,0,0,2.469135802,0,0,0,3.29218107,0,2.057613169,1.646090535,0.411522634,1.646090535,0,0,0.411522634,0,0,0.823045267,0,0,6.172839506,0,0,2.469135802,4.526748971
Season 6 Episode 11,30.86956522,16.08695652,5.217391304,11.30434783,6.086956522,0,0,0,0,0,0,7.826086957,0,3.043478261,0.434782609,7.826086957,6.086956522,0,0,0,0,0,0.434782609,0,0,1.304347826,0,0,1.739130435,1.739130435
Season 6 Episode 12,29.43722944,16.45021645,6.060606061,15.58441558,9.523809524,0,0,1.298701299,0,0,0,0.865800866,0,1.731601732,0,1.731601732,3.896103896,0,0,0.432900433,0,0,0.432900433,0,0,9.090909091,0,0,0.865800866,2.597402597
Season 6 Episode 13,29.78056426,12.22570533,5.015673981,11.59874608,5.015673981,0,0,1.880877743,0,0,0,4.07523511,0,8.463949843,0.940438871,2.507836991,5.956112853,0,0,0.940438871,0,0,0.626959248,0,1.880877743,3.448275862,0,0,1.567398119,4.07523511
Season 6 Episode 14,48.88888889,0,5.555555556,18.88888889,1.111111111,0,0,2.222222222,0,0,0,0,0,0,0,1.111111111,0,0,0,0,0,0,0,0,20,0,0,0,0,2.222222222
Season 6 Episode 15,35.19313305,11.15879828,10.72961373,3.862660944,4.291845494,0,0,0.858369099,0,0,0,2.145922747,3.433476395,0.429184549,0.858369099,0,14.59227468,0,0,0,7.725321888,0,0.429184549,0,0.858369099,2.575107296,0,0,0.429184549,0.429184549
Season 6 Episode 16,24.28571429,11.78571429,1.785714286,13.92857143,8.571428571,0,0,0.357142857,0,0,0,2.142857143,11.78571429,1.428571429,1.428571429,6.785714286,0,0,0,3.928571429,1.785714286,0,0,0,0,8.214285714,0,0,0,1.785714286
Season 6 Episode 17,24.48275862,22.75862069,22.75862069,11.72413793,2.75862069,0,0,4.827586207,0,0,0,0.689655172,0,1.034482759,1.034482759,0.344827586,0,0,0,0.689655172,0,0,0.344827586,0,0.344827586,2.413793103,0,0,0.689655172,3.103448276
Season 6 Episode 18,16.12903226,24.37275986,21.50537634,4.659498208,6.093189964,0,0,1.792114695,0,0,0,0.358422939,0,1.075268817,1.075268817,0.358422939,0,0,0,0.358422939,0,4.659498208,0,0,0,10.03584229,0,0,0.358422939,7.168458781
Season 6 Episode 19,21.31147541,16.39344262,0.409836066,11.8852459,9.836065574,0,0,1.229508197,0,0,0,1.639344262,21.72131148,0.409836066,1.639344262,1.229508197,0,0,0,1.229508197,1.229508197,0,0,0,0,8.196721311,0,0,0.409836066,1.229508197
Season 6 Episode 20,30.35714286,18.21428571,1.071428571,15.35714286,5.357142857,0,0,2.142857143,0,0,0,0.357142857,0,6.428571429,1.071428571,1.071428571,0,3.214285714,0,2.857142857,2.5,0,0,0,0.714285714,2.5,0,0,3.928571429,2.857142857
Season 6 Episode 21,25.08474576,11.18644068,10.50847458,11.52542373,11.86440678,0,0,5.762711864,0,0,0,6.779661017,0,2.033898305,0.338983051,1.694915254,0,3.389830508,0,1.355932203,0,0,0.338983051,0,0,5.423728814,0,0,0.338983051,2.372881356
Season 6 Episode 22,17.82945736,3.100775194,10.85271318,6.589147287,9.689922481,0,0,1.937984496,0,0,0,2.325581395,0,1.162790698,3.488372093,1.937984496,0,1.162790698,0,1.937984496,8.914728682,0,0,0,1.162790698,20.15503876,0,0,0,7.751937984
Season 6 Episode 23,30.1754386,12.98245614,9.473684211,15.78947368,1.052631579,0,0,1.052631579,0,0,0,3.157894737,0,1.403508772,0,1.403508772,0,1.403508772,0,9.824561404,5.263157895,0,0.350877193,0,0,3.157894737,0,0,0.701754386,2.807017544
Season 6 Episode 24,33.96226415,5.283018868,15.8490566,14.33962264,11.32075472,0,0,0,0,0,0,0.377358491,0,0,0.377358491,1.509433962,0,9.811320755,0,2.641509434,1.509433962,0,0.754716981,0,0,1.132075472,0,0,1.132075472,0
Season 6 Episode 25,27.79661017,7.118644068,10.16949153,12.20338983,13.89830508,0,0,5.762711864,0,0,0,1.016949153,0,2.711864407,1.016949153,3.728813559,0,1.355932203,0,1.694915254,2.033898305,0,1.355932203,0,1.694915254,3.728813559,0,0,0.677966102,2.033898305
Season 6 Episode 26,29.38596491,5.701754386,7.456140351,8.333333333,7.456140351,0,0,1.754385965,0,0,0,0.877192982,18.85964912,2.192982456,0,0.877192982,0.438596491,2.631578947,0,2.192982456,2.192982456,0,0.877192982,0,3.070175439,1.754385965,0,0,0.877192982,3.070175439
Season 7 Episode 1,26.60550459,10.09174312,11.46788991,9.633027523,7.339449541,0,0,1.376146789,0,0,0,3.669724771,3.211009174,3.211009174,1.376146789,1.376146789,0,2.293577982,0,2.293577982,5.04587156,0,1.834862385,0,1.376146789,3.211009174,0,0,2.293577982,2.293577982
Season 7 Episode 2,12.3015873,13.49206349,15.47619048,19.04761905,5.158730159,0,0,1.587301587,0,0,0,2.777777778,0,1.19047619,0,1.19047619,0,1.587301587,0,2.380952381,6.746031746,0,0.396825397,0,13.88888889,1.587301587,0,0,1.19047619,0
Season 7 Episode 3,21.18226601,9.359605911,8.374384236,8.374384236,24.13793103,0,0,7.881773399,0,0,0,0.492610837,0,1.97044335,0.492610837,0,0,5.418719212,0,0.985221675,0,0,0.985221675,0,0,9.359605911,0,0,0.985221675,0
Season 7 Episode 4,32.22222222,1.481481481,2.962962963,15.18518519,14.81481481,0,0,0.740740741,0,5.925925926,5.925925926,2.592592593,0,1.851851852,2.592592593,0.37037037,0,2.962962963,0,1.851851852,1.111111111,0,0.740740741,0,0,1.481481481,0,0,1.481481481,3.703703704
Season 7 Episode 5,25.07374631,17.40412979,2.949852507,16.51917404,11.20943953,0,0,0.589970501,0,0,0,4.719764012,0,2.359882006,4.424778761,0.884955752,0,6.784660767,0,0.884955752,0,0,0.589970501,0,0,0.589970501,0,0,1.474926254,3.539823009
Season 7 Episode 6,23.6,10.8,9.6,5.6,6.4,0,0,2,0,0,0,3.2,0,2,0.4,2.4,0,10.4,0,2,5.6,0,1.2,0,1.6,2.8,0,0,2.8,7.6
Season 7 Episode 7,31.89655172,16.37931034,14.22413793,6.896551724,10.77586207,0,0,3.448275862,0,0,0,0.862068966,0,2.155172414,0,2.586206897,0,0.862068966,0,0.862068966,0.862068966,0,0,0,1.293103448,3.879310345,0,0,1.293103448,1.724137931
Season 7 Episode 8,20.89552239,6.71641791,8.582089552,9.701492537,10.07462687,0,0,3.358208955,0,0,0,2.611940299,0,4.47761194,0,1.119402985,0,0,0,4.850746269,6.71641791,0,1.492537313,0,0,15.67164179,0,0,0.373134328,3.358208955
Season 7 Episode 9,24,8.727272727,10.18181818,8.727272727,3.636363636,0,0,7.272727273,0,0,0,1.818181818,1.454545455,0.363636364,0,19.63636364,0,0,0,1.818181818,2.909090909,0,1.090909091,0,0,2.545454545,0,0,2.545454545,3.272727273
Season 7 Episode 10,19.44444444,9.375,15.97222222,16.66666667,7.986111111,0,0,1.041666667,0,0,0,8.680555556,0,1.041666667,0.694444444,2.430555556,0,4.513888889,0,2.777777778,0.347222222,0,0.694444444,0,0,3.472222222,0,0,2.083333333,2.777777778
Season 7 Episode 11,23.55072464,9.057971014,12.5,6.884057971,5.072463768,0,0.905797101,4.710144928,0,0,9.057971014,2.173913043,0,2.355072464,1.811594203,1.992753623,0,4.166666667,0,2.536231884,1.086956522,0,0.724637681,0,4.528985507,3.260869565,0,0,0.905797101,2.717391304
Season 7 Episode 12,25,2.666666667,10.33333333,11.33333333,7,0,0,2.333333333,0,0,6.333333333,1,0,3,0.333333333,2,0,7,0,3.333333333,0.666666667,0,4.333333333,0,0,7,0,0,0,6.333333333
Season 7 Episode 13,14.34108527,9.302325581,6.976744186,7.364341085,19.76744186,0,0,0,0,0,4.651162791,5.426356589,0,1.162790698,0,3.100775194,4.651162791,1.162790698,0,4.651162791,2.713178295,0,0.775193798,0,0,9.689922481,0,0,0.775193798,3.488372093
Season 7 Episode 14,15.10791367,11.51079137,12.94964029,9.352517986,5.035971223,0,0,0.35971223,0,0,10.79136691,4.316546763,0,3.597122302,1.079136691,2.158273381,0,2.877697842,0,3.237410072,8.992805755,0,0,0,0,5.035971223,0,0,1.079136691,2.517985612
Season 7 Episode 15,21.0982659,6.647398844,6.936416185,6.936416185,10.69364162,0,0,2.601156069,0,0,10.98265896,4.913294798,0,0.867052023,0.289017341,1.734104046,0,4.624277457,0,0.289017341,6.069364162,0,0.289017341,0,0,10.98265896,0,0,0.289017341,3.757225434
Season 7 Episode 16,59.05511811,4.724409449,6.299212598,3.149606299,1.57480315,0,0,0,0,3.149606299,11.81102362,1.57480315,0,0,0,1.57480315,0,0,0,0.787401575,0,0,0.787401575,0,0,0.787401575,0,1.57480315,0,3.149606299
Season 7 Episode 17,20.81784387,13.75464684,13.38289963,15.24163569,10.78066914,0,0,0.371747212,0,0,11.89591078,0.371747212,0,0.371747212,1.115241636,1.486988848,0,0,0,1.115241636,0.371747212,0,0,0,0,3.717472119,0,0,0.371747212,4.832713755
Season 7 Episode 18,25.80645161,8.602150538,11.46953405,11.11111111,6.093189964,0,0,0.358422939,0,0,16.84587814,2.508960573,0,1.075268817,1.075268817,3.225806452,0,3.584229391,0,1.075268817,0.358422939,0,0,0,0,0,0,0,0.358422939,6.451612903
Season 7 Episode 19,28.69198312,4.219409283,3.375527426,4.219409283,5.063291139,0,0,1.687763713,0,0,0,2.109704641,0,0.843881857,0.421940928,0.843881857,0,3.375527426,34.17721519,2.109704641,1.687763713,0,0,0,0,4.219409283,0,0,1.265822785,1.687763713
Season 7 Episode 20,42.93478261,12.5,8.152173913,7.065217391,2.173913043,0,0,0.543478261,0,0,0,3.260869565,0,1.086956522,3.260869565,3.260869565,0,1.630434783,0,0,1.086956522,0,0.543478261,0,1.086956522,6.52173913,0,0,1.630434783,3.260869565
Season 7 Episode 21,38.9261745,6.040268456,6.711409396,5.369127517,8.053691275,0,0,4.026845638,0,0,2.013422819,2.013422819,0,6.040268456,2.013422819,1.006711409,0,1.006711409,0,1.006711409,3.355704698,0,0.67114094,0,1.677852349,4.026845638,0,0,2.348993289,3.691275168
Season 7 Episode 22,0,15.625,9.375,7.8125,3.515625,0,0,1.5625,0,0,0,0.78125,0,1.5625,0,5.859375,0,3.125,35.15625,5.859375,3.125,0,0,0,0.390625,1.171875,0,0,0,5.078125
Season 7 Episode 23,0,11.2,4.4,29.6,10.4,0,0,4.4,0,0,0,1.6,5.6,2,0.4,0.8,0,2,0,2.4,8,0,0.8,0,2.4,5.2,0,0,0.8,8
Season 7 Episode 24,0,19.73684211,7.01754386,9.649122807,5.701754386,0,2.631578947,2.412280702,1.973684211,0,0,4.824561404,6.140350877,4.385964912,1.315789474,2.412280702,0,5.921052632,0,3.728070175,6.578947368,0,3.728070175,0,2.850877193,5.043859649,0,0,0.877192982,3.070175439
Season 8 Episode 1,0,14.73214286,10.26785714,12.5,22.32142857,0,12.94642857,2.678571429,0,0,0,1.785714286,0,4.464285714,2.232142857,0.446428571,0,1.785714286,0,2.232142857,0,0,0,0,0.446428571,4.017857143,0,0,3.571428571,3.571428571
Season 8 Episode 2,0,14.07942238,11.9133574,7.581227437,25.99277978,0,8.664259928,5.054151625,0,0,0,2.527075812,0,2.527075812,1.805054152,1.444043321,0,2.527075812,0,1.083032491,0,0,0,0,0,4.332129964,0,0,1.805054152,8.664259928
Season 8 Episode 3,0,15.63636364,8.363636364,11.27272727,22.90909091,0,0,1.090909091,0,0,0,6.545454545,0,2.181818182,1.454545455,1.818181818,0,17.81818182,0,2.181818182,0,0,0.363636364,0,0.363636364,2.909090909,0,0,0,5.090909091
Season 8 Episode 4,0,11,5,13,30.5,0,9,3.5,0,0,0,4.5,0,1.5,2.5,3.5,0,4.5,0,1.5,2,0,0,0,3,2.5,0,0,0.5,2
Season 8 Episode 5,0,10.33057851,9.917355372,7.438016529,14.04958678,0,11.57024793,1.652892562,0,0,0,2.892561983,0,2.892561983,1.652892562,1.239669421,0,3.719008264,0,4.958677686,3.719008264,0,1.239669421,0,2.892561983,14.87603306,0,0,1.239669421,3.719008264
Season 8 Episode 6,0,12.94964029,6.115107914,17.26618705,17.26618705,0,11.15107914,2.517985612,0,0,0,3.956834532,0,0.71942446,0,1.079136691,0,5.395683453,0,1.798561151,7.913669065,0,0,0,2.877697842,2.877697842,0,0,2.517985612,3.597122302
Season 8 Episode 7,0,13.84083045,22.49134948,19.03114187,14.53287197,0,3.460207612,0,0,0,0,1.384083045,0,0.692041522,0,2.076124567,0,7.958477509,0,2.076124567,0.692041522,0,0.692041522,0,1.384083045,4.498269896,0,0,0,5.190311419
Season 8 Episode 8,0,7.239819005,8.14479638,11.76470588,20.36199095,0,9.954751131,0.452488688,0,0,0,8.14479638,0,2.714932127,0.452488688,4.977375566,0,4.977375566,0,1.809954751,4.524886878,0,0,0,0,5.882352941,0,0,1.809954751,6.787330317
Season 8 Episode 9,0,11.35371179,0,20.96069869,24.89082969,0,16.59388646,0.873362445,0,0,0,4.80349345,0,1.310043668,0,1.310043668,0,10.48034934,0,0.436681223,0.873362445,0,0.873362445,0,1.310043668,3.056768559,0,0,0,0.873362445
Season 8 Episode 10,0,14.59854015,0,8.394160584,27.37226277,0,6.934306569,0.729927007,0,0,0,3.284671533,0,2.554744526,5.109489051,2.189781022,0,3.649635036,0,3.649635036,0,0,0.729927007,0,2.189781022,13.50364964,0,0,1.824817518,3.284671533
Season 8 Episode 11,0,8.762886598,0,17.5257732,18.55670103,0,8.24742268,0.515463918,0,0,0,8.762886598,0,1.546391753,3.092783505,3.092783505,0,5.154639175,0,1.030927835,10.82474227,0,0.515463918,0,0,2.577319588,0,0,2.06185567,7.731958763
Season 8 Episode 12,0,8.467741935,0,14.91935484,15.32258065,0,9.274193548,1.612903226,0,0,0,4.435483871,0,0.806451613,3.629032258,3.225806452,0,3.629032258,0,2.419354839,2.822580645,0,0,0,2.822580645,19.35483871,0,0,2.822580645,4.435483871
Season 8 Episode 13,0,19.66666667,8,19,13.66666667,0,0,10.33333333,0,0,0,8,0,3.666666667,0.666666667,0.666666667,0,1.666666667,0,0.666666667,1.666666667,0,1.333333333,0,1.666666667,4,0,0,1.333333333,4
Season 8 Episode 14,0,11.53846154,11.15384615,25.76923077,17.30769231,0,0,3.076923077,0,0,0,1.538461538,0,0.769230769,0.769230769,4.615384615,0,8.846153846,0,3.076923077,0,0,0.384615385,0,0.769230769,5.769230769,0,0,2.692307692,1.923076923
Season 8 Episode 15,0,15.16587678,4.739336493,29.85781991,10.42654028,0,0,0,12.79620853,0,0,0.473933649,0,0,0.947867299,4.265402844,0,1.895734597,0,1.421800948,0,0,0.947867299,0,0,9.952606635,0,0,6.161137441,0.947867299
Season 8 Episode 16,0,19.92753623,5.434782609,21.73913043,7.246376812,0,0,3.985507246,8.695652174,0,0,3.623188406,0,1.449275362,0,7.246376812,0,5.072463768,0,2.898550725,2.173913043,0,0,0,0,6.884057971,0,0,2.173913043,1.449275362
Season 8 Episode 17,0,12.38938053,4.424778761,23.45132743,12.38938053,0,0,3.982300885,8.407079646,0,0,2.654867257,0,0.884955752,1.327433628,7.522123894,0,1.769911504,0,3.982300885,0,0,0.442477876,0,7.96460177,4.424778761,0,0,0.442477876,3.539823009
Season 8 Episode 18,0,19.39655172,4.310344828,19.39655172,8.620689655,0,0,1.293103448,5.172413793,0,0,1.724137931,0,2.586206897,0.431034483,0.862068966,0,11.20689655,0,1.293103448,0.431034483,0,0.862068966,0,6.896551724,6.465517241,0,0,0.862068966,8.189655172
Season 8 Episode 19,0,16.03375527,7.172995781,8.860759494,13.92405063,0,10.12658228,0.421940928,17.72151899,0,0,0.421940928,0,1.687763713,0.843881857,0.421940928,0,2.953586498,0,0.421940928,0,0,0.421940928,0,1.265822785,13.5021097,0,0,0.421940928,3.375527426
Season 8 Episode 20,0,15.72580645,12.90322581,8.870967742,19.35483871,0,7.661290323,3.225806452,8.870967742,0,0,4.435483871,0,3.629032258,0,1.209677419,0,0.403225806,0,0,0.806451613,0,1.209677419,0,0,10.08064516,0,0,0.403225806,1.209677419
Season 8 Episode 21,0,6.666666667,10.1754386,5.614035088,18.59649123,0,6.315789474,2.456140351,12.63157895,0,0,2.456140351,0,3.50877193,0.350877193,10.52631579,0,1.754385965,0,4.561403509,1.403508772,0,0.701754386,0,0.350877193,8.421052632,0,0,0.350877193,3.157894737
Season 8 Episode 22,0,11.00917431,10.09174312,6.880733945,18.80733945,0,5.963302752,1.834862385,7.798165138,0,0,7.339449541,0,0.458715596,0.917431193,7.798165138,2.293577982,6.422018349,0,0,0,0,0.458715596,0,0,3.211009174,0,0,0.458715596,8.256880734
Season 8 Episode 23,0,19.75308642,9.465020576,23.04526749,11.52263374,0,13.58024691,1.234567901,6.172839506,0,0,0.411522634,0,0.411522634,0,0,1.646090535,0,0,0,5.349794239,0,0.411522634,0,2.880658436,3.29218107,0,0,0.411522634,0.411522634
Season 8 Episode 24,0,12.01550388,8.527131783,10.46511628,18.99224806,0,5.813953488,7.751937984,7.364341085,0,0,4.263565891,0,1.937984496,0.775193798,0,6.589147287,5.813953488,0,1.550387597,0.775193798,0,0.387596899,0,1.937984496,3.488372093,0,0,0.387596899,1.162790698
Season 9 Episode 1,0,9.502262443,8.597285068,19.00452489,14.9321267,5.882352941,0,7.239819005,4.524886878,0,0,4.07239819,0,0.452488688,0.904977376,0.452488688,0.452488688,1.357466063,0,0.904977376,0,9.954751131,0.452488688,0,4.977375566,1.809954751,0,0,1.357466063,3.167420814
Season 9 Episode 2,0,13.3105802,11.60409556,10.58020478,11.26279863,5.460750853,0,2.389078498,10.58020478,0,0,1.706484642,0,0.341296928,0.341296928,0,0,3.754266212,0,0,0,7.508532423,1.365187713,0,1.706484642,10.58020478,3.754266212,0,0.341296928,3.412969283
Season 9 Episode 3,0,8.11965812,14.52991453,10.25641026,18.8034188,2.136752137,0,0.854700855,14.52991453,0,0,2.991452991,0,1.282051282,0.427350427,0,0,13.24786325,0,0,0,1.709401709,0,0,0,8.974358974,0,0,0.854700855,1.282051282
Season 9 Episode 4,0,20.13422819,9.731543624,13.42281879,14.4295302,0.67114094,0,1.677852349,9.060402685,0,0,4.697986577,0,1.677852349,2.348993289,0,0,3.691275168,0,0,0,4.026845638,1.006711409,0,0.67114094,3.691275168,0,0,3.355704698,5.704697987
Season 9 Episode 5,0,14.58333333,13.33333333,16.25,20.83333333,0.833333333,0,2.5,8.75,0,0,1.25,0,0,2.083333333,0,0,2.5,0,0,0,2.083333333,1.25,0,2.083333333,10,0,0,0.833333333,0.833333333
Season 9 Episode 6,0,3.435114504,4.198473282,12.97709924,20.61068702,3.816793893,0,4.580152672,6.106870229,0,0,10.30534351,0,0,1.145038168,0,2.671755725,1.526717557,0,0,0,0,0.381679389,0,3.435114504,15.26717557,0,0,0,9.541984733
Season 9 Episode 7,0,8.208955224,16.79104478,19.40298507,3.358208955,3.358208955,0,7.835820896,2.23880597,9.328358209,0,7.835820896,0,5.223880597,1.492537313,0,2.23880597,1.119402985,0,0,0,1.492537313,0.373134328,0,1.865671642,6.71641791,0,0,0,1.119402985
Season 9 Episode 8,0,10.1754386,5.964912281,20,0,8.070175439,0,18.24561404,3.157894737,0,0,7.719298246,0,4.210526316,2.807017544,0,1.052631579,2.105263158,0,0,0,0,1.052631579,0,2.807017544,2.105263158,0,0,4.912280702,5.614035088
Season 9 Episode 9,0,20.20905923,11.14982578,20.55749129,0,7.665505226,0,3.832752613,3.832752613,0,0,2.43902439,0,3.484320557,1.742160279,0,0,5.923344948,0,0,0,0,0.696864111,0,3.832752613,8.362369338,0,0,1.742160279,4.529616725
Season 9 Episode 10,0,12.44444444,19.55555556,8,0,3.111111111,0,7.111111111,4,0,0,4.444444444,0,3.555555556,9.777777778,0,0,6.666666667,0,0,0,0,1.777777778,0,0,11.55555556,0,0,1.777777778,6.222222222
Season 9 Episode 11,0,7.894736842,10.0877193,17.98245614,0,0.877192982,0,5.701754386,3.947368421,0,0,8.333333333,0,2.631578947,2.631578947,0,0,8.333333333,0,0,0,15.35087719,1.315789474,0,0,4.824561404,0,0,1.754385965,8.333333333
Season 9 Episode 12,0,14.97975709,19.43319838,17.81376518,0,4.858299595,0,2.429149798,9.71659919,0,0,3.238866397,0,1.214574899,0.809716599,0,0,9.71659919,0,0,0,0.4048583,0.809716599,0,2.834008097,7.287449393,0,0,0.4048583,4.048582996
Season 9 Episode 13,0,20.83333333,11.11111111,40.27777778,0,0,0,0.462962963,1.388888889,0,0,0.925925926,0,0,2.314814815,0,4.166666667,0.925925926,0,0,0,15.27777778,0,0,0,0.925925926,0,0,0.925925926,0.462962963
Season 9 Episode 14,0,13.57466063,25.7918552,16.74208145,0,0,0,6.787330317,4.07239819,0,0,5.429864253,0,0.452488688,0.452488688,0,0,15.83710407,0,0,0,1.809954751,0.452488688,0,1.357466063,4.524886878,0,0,0,2.714932127
Season 9 Episode 15,0,10.6122449,11.42857143,13.06122449,25.30612245,3.265306122,0,1.632653061,2.857142857,3.265306122,0,2.857142857,0,2.448979592,0.816326531,0,4.081632653,1.224489796,0,0,0,3.673469388,0,0,0,10.6122449,0,0,0.408163265,2.448979592
Season 9 Episode 16,0,6.392694064,12.55707763,10.0456621,18.94977169,9.360730594,0,9.589041096,1.826484018,0,0,1.826484018,0,2.283105023,1.598173516,0,3.652968037,1.141552511,0,0,4.566210046,2.054794521,0.913242009,0,3.424657534,7.534246575,0,0,1.141552511,1.141552511
Season 9 Episode 17,0,4.225352113,14.78873239,35.91549296,3.521126761,0,0,5.633802817,1.408450704,0,0,7.746478873,0,5.633802817,2.112676056,0,0,0.704225352,0,0,0,3.521126761,2.112676056,0,0,2.816901408,0,0,1.408450704,8.450704225
Season 9 Episode 18,0,12.35059761,16.73306773,14.74103586,4.38247012,0.796812749,0,12.74900398,1.593625498,0,0,11.55378486,0,2.390438247,1.195219124,0,0,4.780876494,0,0,0,9.163346614,0,0,0.796812749,1.195219124,0,0,1.992031873,3.585657371
Season 9 Episode 19,0,6.097560976,3.658536585,24.79674797,12.60162602,0.81300813,2.845528455,1.62601626,5.284552846,0,0,2.845528455,0,2.032520325,0.81300813,0,0,0,0,0,0,15.04065041,0.81300813,0,6.097560976,4.06504065,0,0,8.536585366,2.032520325
Season 9 Episode 20,0,8.808290155,11.39896373,10.88082902,20.20725389,2.07253886,1.03626943,7.772020725,9.844559585,0,0,1.03626943,0,0,0,0,0,5.18134715,0,0,0,3.10880829,0.518134715,0,3.626943005,8.29015544,0,0,1.03626943,5.18134715
Season 9 Episode 21,0,17.02702703,8.108108108,14.59459459,18.37837838,1.351351351,0,8.108108108,1.351351351,0,0,5.135135135,0,1.081081081,0.27027027,0,10,2.972972973,0,0,0,2.162162162,0.540540541,0,1.891891892,2.432432432,0,0,1.081081081,3.513513514
Season 9 Episode 22,0,20.41284404,7.798165138,19.95412844,10.09174312,0.917431193,0,8.944954128,0,0,0,6.422018349,0,1.605504587,2.064220183,0,0,6.880733945,0,0,0,1.146788991,0.917431193,0,0,5.04587156,0,0,0.917431193,6.880733945
Season 9 Episode 23,0.465116279,16.97674419,10.46511628,17.6744186,6.744186047,0.697674419,0,5.348837209,2.093023256,0,0,3.953488372,0,3.953488372,3.255813953,3.488372093,0.465116279,4.418604651,0,2.790697674,0,0.697674419,1.860465116,0,3.023255814,2.558139535,0,0,1.860465116,7.209302326
